1.0,1.0,1.0,41.0,16.0,210.0
1.0,1.0,4.0,41.0,34.0,1614.0
1.0,1.0,8.0,27.0,50.0,1272.0
1.0,1.0,10.0,4.0,30.0,2008.0
1.0,1.0,10.0,21.0,52.0,1850.0
1.0,1.0,11.0,42.0,31.0,1794.0
1.0,1.0,11.0,53.0,33.0,1261.0
1.0,1.0,12.0,22.0,24.0,1309.0
1.0,1.0,16.0,6.0,53.0,1982.0
1.0,1.0,20.0,37.0,58.0,1199.0
1.0,1.0,21.0,56.0,6.0,1675.0
1.0,1.0,27.0,13.0,29.0,271.0
1.0,1.0,27.0,45.0,13.0,1481.0
1.0,1.0,32.0,4.0,30.0,654.0
1.0,1.0,32.0,52.0,50.0,1469.0
1.0,1.0,33.0,6.0,28.0,540.0
1.0,1.0,33.0,15.0,15.0,968.0
1.0,1.0,39.0,57.0,55.0,1674.0
1.0,1.0,41.0,13.0,4.0,847.0
1.0,1.0,46.0,20.0,4.0,524.0
1.0,1.0,47.0,56.0,46.0,948.0
1.0,1.0,48.0,58.0,34.0,106.0
1.0,1.0,52.0,9.0,29.0,311.0
1.0,1.0,55.0,1.0,14.0,1719.0
1.0,1.0,56.0,27.0,13.0,129.0
1.0,2.0,8.0,24.0,26.0,957.0
1.0,2.0,10.0,10.0,41.0,1878.0
1.0,2.0,11.0,41.0,34.0,158.0
1.0,2.0,15.0,52.0,25.0,457.0
1.0,2.0,19.0,29.0,23.0,1131.0
1.0,2.0,20.0,34.0,36.0,1080.0
1.0,2.0,20.0,43.0,60.0,1924.0
1.0,2.0,21.0,22.0,13.0,1005.0
1.0,2.0,30.0,41.0,40.0,816.0
1.0,2.0,31.0,23.0,15.0,146.0
1.0,2.0,31.0,60.0,34.0,1911.0
1.0,2.0,32.0,37.0,25.0,1882.0
1.0,2.0,34.0,59.0,42.0,1031.0
1.0,2.0,37.0,32.0,39.0,611.0
1.0,2.0,38.0,41.0,19.0,187.0
1.0,2.0,41.0,48.0,48.0,282.0
1.0,2.0,43.0,40.0,40.0,867.0
1.0,2.0,43.0,58.0,51.0,1680.0
1.0,2.0,47.0,42.0,48.0,1741.0
1.0,2.0,47.0,52.0,18.0,1484.0
1.0,2.0,49.0,1.0,35.0,954.0
1.0,2.0,50.0,39.0,50.0,1583.0
1.0,2.0,52.0,14.0,36.0,1013.0
1.0,2.0,52.0,35.0,33.0,390.0
1.0,2.0,57.0,13.0,56.0,1237.0
1.0,2.0,59.0,26.0,4.0,2014.0
1.0,2.0,59.0,45.0,9.0,1834.0
1.0,3.0,4.0,1.0,30.0,1911.0
1.0,3.0,4.0,40.0,37.0,956.0
1.0,3.0,6.0,2.0,28.0,1598.0
1.0,3.0,6.0,44.0,41.0,544.0
1.0,3.0,8.0,29.0,23.0,1009.0
1.0,3.0,8.0,43.0,3.0,1976.0
1.0,3.0,12.0,43.0,6.0,958.0
1.0,3.0,16.0,14.0,34.0,1810.0
1.0,3.0,16.0,37.0,4.0,620.0
1.0,3.0,16.0,60.0,3.0,1897.0
1.0,3.0,17.0,26.0,12.0,537.0
1.0,3.0,18.0,31.0,28.0,940.0
1.0,3.0,19.0,21.0,35.0,1427.0
1.0,3.0,19.0,23.0,7.0,1895.0
1.0,3.0,19.0,24.0,28.0,770.0
1.0,3.0,23.0,8.0,12.0,1965.0
1.0,3.0,28.0,51.0,1.0,1777.0
1.0,3.0,34.0,58.0,15.0,1075.0
1.0,3.0,35.0,6.0,16.0,107.0
1.0,3.0,38.0,20.0,23.0,391.0
1.0,3.0,42.0,6.0,54.0,981.0
1.0,3.0,44.0,13.0,53.0,1574.0
1.0,3.0,46.0,9.0,27.0,981.0
1.0,3.0,47.0,4.0,35.0,196.0
1.0,3.0,47.0,9.0,26.0,1908.0
1.0,3.0,49.0,32.0,24.0,1160.0
1.0,3.0,49.0,58.0,45.0,1152.0
1.0,3.0,55.0,1.0,13.0,346.0
1.0,3.0,55.0,32.0,46.0,363.0
1.0,3.0,59.0,43.0,17.0,1220.0
1.0,3.0,59.0,46.0,33.0,1593.0
1.0,3.0,60.0,41.0,1.0,1484.0
1.0,4.0,1.0,55.0,45.0,1392.0
1.0,4.0,3.0,7.0,17.0,1145.0
1.0,4.0,3.0,11.0,1.0,967.0
1.0,4.0,5.0,1.0,3.0,948.0
1.0,4.0,7.0,24.0,53.0,1799.0
1.0,4.0,7.0,48.0,4.0,899.0
1.0,4.0,8.0,27.0,18.0,582.0
1.0,4.0,11.0,60.0,53.0,1294.0
1.0,4.0,13.0,46.0,55.0,1785.0
1.0,4.0,14.0,17.0,16.0,1096.0
1.0,4.0,16.0,4.0,9.0,1528.0
1.0,4.0,18.0,10.0,32.0,388.0
1.0,4.0,19.0,4.0,59.0,1777.0
1.0,4.0,20.0,15.0,4.0,772.0
1.0,4.0,20.0,27.0,51.0,734.0
1.0,4.0,21.0,16.0,33.0,204.0
1.0,4.0,25.0,10.0,22.0,1519.0
1.0,4.0,29.0,51.0,43.0,924.0
1.0,4.0,30.0,7.0,54.0,230.0
1.0,4.0,32.0,26.0,41.0,1235.0
1.0,4.0,35.0,22.0,50.0,1504.0
1.0,4.0,36.0,18.0,10.0,464.0
1.0,4.0,37.0,17.0,1.0,896.0
1.0,4.0,38.0,4.0,59.0,577.0
1.0,4.0,38.0,52.0,7.0,928.0
1.0,4.0,40.0,37.0,35.0,1710.0
1.0,4.0,41.0,40.0,27.0,527.0
1.0,4.0,42.0,36.0,27.0,1532.0
1.0,4.0,43.0,13.0,13.0,1937.0
1.0,4.0,43.0,60.0,17.0,1187.0
1.0,4.0,46.0,35.0,38.0,736.0
1.0,4.0,49.0,24.0,48.0,1791.0
1.0,4.0,50.0,49.0,30.0,1067.0
1.0,4.0,53.0,29.0,48.0,1566.0
1.0,5.0,1.0,1.0,31.0,1825.0
1.0,5.0,1.0,3.0,47.0,1919.0
1.0,5.0,4.0,7.0,21.0,236.0
1.0,5.0,4.0,9.0,3.0,1580.0
1.0,5.0,5.0,52.0,5.0,1512.0
1.0,5.0,6.0,18.0,57.0,551.0
1.0,5.0,6.0,34.0,39.0,1761.0
1.0,5.0,11.0,53.0,47.0,1921.0
1.0,5.0,13.0,44.0,35.0,1122.0
1.0,5.0,13.0,45.0,32.0,667.0
1.0,5.0,13.0,54.0,41.0,1594.0
1.0,5.0,18.0,52.0,2.0,1446.0
1.0,5.0,21.0,35.0,31.0,127.0
1.0,5.0,26.0,48.0,15.0,616.0
1.0,5.0,29.0,29.0,44.0,886.0
1.0,5.0,34.0,34.0,31.0,389.0
1.0,5.0,34.0,38.0,6.0,415.0
