1.0,1.0,2.0,14.0,56.0,1373.0
1.0,1.0,3.0,50.0,2.0,1537.0
1.0,1.0,8.0,34.0,28.0,14.0
1.0,1.0,10.0,7.0,6.0,670.0
1.0,1.0,15.0,10.0,7.0,1347.0
1.0,1.0,17.0,51.0,5.0,1595.0
1.0,1.0,21.0,45.0,28.0,332.0
1.0,1.0,23.0,52.0,57.0,1674.0
1.0,1.0,25.0,30.0,52.0,110.0
1.0,1.0,29.0,13.0,49.0,1408.0
1.0,1.0,31.0,55.0,44.0,438.0
1.0,1.0,34.0,1.0,21.0,41.0
1.0,1.0,34.0,38.0,37.0,1562.0
1.0,1.0,36.0,19.0,21.0,1435.0
1.0,1.0,40.0,57.0,3.0,1099.0
1.0,1.0,43.0,21.0,57.0,1664.0
1.0,1.0,45.0,53.0,34.0,974.0
1.0,1.0,46.0,15.0,24.0,760.0
1.0,1.0,46.0,23.0,15.0,359.0
1.0,1.0,47.0,11.0,52.0,650.0
1.0,1.0,50.0,36.0,57.0,35.0
1.0,1.0,50.0,55.0,49.0,1738.0
1.0,1.0,51.0,55.0,27.0,1544.0
1.0,1.0,52.0,41.0,58.0,715.0
1.0,1.0,53.0,13.0,57.0,1415.0
1.0,1.0,54.0,21.0,10.0,960.0
1.0,1.0,55.0,17.0,39.0,1664.0
1.0,1.0,57.0,14.0,46.0,1649.0
1.0,2.0,4.0,19.0,37.0,1224.0
1.0,2.0,5.0,32.0,57.0,1778.0
1.0,2.0,6.0,40.0,49.0,242.0
1.0,2.0,6.0,53.0,35.0,858.0
1.0,2.0,9.0,41.0,20.0,319.0
1.0,2.0,14.0,37.0,23.0,676.0
1.0,2.0,16.0,31.0,12.0,300.0
1.0,2.0,19.0,19.0,18.0,2000.0
1.0,2.0,20.0,22.0,31.0,15.0
1.0,2.0,20.0,28.0,40.0,395.0
1.0,2.0,20.0,58.0,42.0,452.0
1.0,2.0,21.0,6.0,49.0,173.0
1.0,2.0,21.0,59.0,29.0,810.0
1.0,2.0,26.0,37.0,29.0,1578.0
1.0,2.0,28.0,47.0,60.0,1773.0
1.0,2.0,34.0,7.0,23.0,2007.0
1.0,2.0,35.0,14.0,4.0,1296.0
1.0,2.0,38.0,18.0,26.0,444.0
1.0,2.0,39.0,24.0,47.0,163.0
1.0,2.0,40.0,33.0,36.0,1414.0
1.0,2.0,46.0,27.0,23.0,266.0
1.0,2.0,47.0,27.0,36.0,1403.0
1.0,2.0,48.0,32.0,57.0,893.0
1.0,2.0,51.0,17.0,47.0,197.0
1.0,2.0,53.0,8.0,42.0,113.0
1.0,2.0,53.0,29.0,33.0,1934.0
1.0,2.0,54.0,11.0,51.0,1945.0
1.0,2.0,56.0,47.0,46.0,546.0
1.0,2.0,57.0,40.0,49.0,575.0
1.0,2.0,57.0,47.0,31.0,1674.0
1.0,2.0,58.0,7.0,44.0,203.0
1.0,3.0,2.0,23.0,2.0,1818.0
1.0,3.0,2.0,51.0,21.0,122.0
1.0,3.0,7.0,2.0,6.0,611.0
1.0,3.0,7.0,24.0,41.0,1258.0
1.0,3.0,12.0,32.0,34.0,1637.0
1.0,3.0,28.0,43.0,27.0,6.0
1.0,3.0,29.0,50.0,8.0,1463.0
1.0,3.0,29.0,59.0,58.0,1345.0
1.0,3.0,36.0,16.0,21.0,128.0
1.0,3.0,39.0,27.0,45.0,275.0
1.0,3.0,39.0,35.0,1.0,1021.0
1.0,3.0,40.0,40.0,10.0,1814.0
1.0,3.0,42.0,41.0,50.0,951.0
1.0,3.0,43.0,23.0,43.0,2008.0
1.0,3.0,43.0,43.0,39.0,697.0
1.0,3.0,46.0,21.0,53.0,186.0
1.0,3.0,52.0,20.0,29.0,242.0
